BBL,Job_Filing,BBL_Description,Joint_NBs,Address,NB_Owner,Same_Owner,RPP_Owner_Not_Same,doc_id
4054080001,-,Block,Block,-,-,0,-,-
4054080028,-,Block,Block,-,-,0,-,-
4054080049,-,Block,Block,-,-,0,-,-
4054080005,-,Block,Block,-,-,0,-,-
4054080043,-,Block,Block,-,-,0,-,-
4054080012,-,Block,Block,-,-,0,-,-
4054080070,-,Block,Block,-,-,0,-,-
4054080045,-,Block,Block,-,-,0,-,-
4054080023,-,Block,Block,-,-,0,-,-
4054080021,-,Block,Block,-,-,0,-,-
4054080040,-,Block,Block,-,-,0,-,-
4054080024,-,Block,Block,-,-,0,-,-
4054080123,-,Block,Block,-,-,0,-,-
4033190008,NB,Job Filing,NB,115-06 GROSVENOR ROAD,STUYVESANT HEIGHTS REALTY,0,1,-
4103330103,NB,Job Filing,NB,177-27 106 AVENUE,RICHARD GUTIERREZ ESQ; 177- 27 106 AVE LLC,0,1,-
4103330073,-,Adjacent,Adjacent,-,-,0,-,-
4103330102,-,Adjacent,Adjacent,-,-,0,-,-
4103330071,-,Adjacent,Adjacent,-,-,0,-,-
4103330104,-,Adjacent,Adjacent,-,-,0,-,-
4103330072,-,Adjacent,Adjacent,-,-,0,-,-
4103330095,-,Block,Block,-,-,0,-,-
4103330070,-,Block,Block,-,-,0,-,-
4103330069,-,Block,Block,-,-,0,-,-
4103330097,-,Block,Block,-,-,0,-,-
4103330082,-,Block,Block,-,-,0,-,-
4103330062,-,Block,Block,-,-,0,-,-
4103330090,-,Block,Block,-,-,0,-,-
4103330063,-,Block,Block,-,-,0,-,-
4103330087,-,Block,Block,-,-,0,-,-
4103330101,-,Block,Block,-,-,0,-,-
4103330105,-,Block,Block,-,-,0,-,-
4103330085,-,Block,Block,-,-,0,-,-
4103330083,-,Block,Block,-,-,0,-,-
4103330074,-,Block,Block,-,-,0,-,-
4103330060,-,Block,Block,-,-,0,-,-
4103330119,-,Block,Block,-,-,0,-,-
4103330116,-,Block,Block,-,-,0,-,-
4103330081,-,Block,Block,-,-,0,-,-
4103330061,-,Block,Block,-,-,0,-,-
4103330093,-,Block,Block,-,-,0,-,-
4103330096,-,Block,Block,-,-,0,-,-
4103330106,-,Block,Block,-,-,0,-,-
4103330080,-,Block,Block,-,-,0,-,-
4103330077,-,Block,Block,-,-,0,-,-
4103330118,-,Block,Block,-,-,0,-,-
4103330075,-,Block,Block,-,-,0,-,-
4103330091,-,Block,Block,-,-,0,-,-
4103330094,-,Block,Block,-,-,0,-,-
4103330076,-,Block,Block,-,-,0,-,-
4103330109,-,Block,Block,-,-,0,-,-
4103330108,-,Block,Block,-,-,0,-,-
4103330079,-,Block,Block,-,-,0,-,-
4103330084,-,Block,Block,-,-,0,-,-
4103330065,-,Block,Block,-,-,0,-,-
4103330078,-,Block,Block,-,-,0,-,-
4103330089,-,Block,Block,-,-,0,-,-
4103330100,-,Block,Block,-,-,0,-,-
4103330098,-,Block,Block,-,-,0,-,-
4103330092,-,Block,Block,-,-,0,-,-
4103330107,-,Block,Block,-,-,0,-,-
4103330067,-,Block,Block,-,-,0,-,-
4103330117,-,Block,Block,-,-,0,-,-
4103330120,-,Block,Block,-,-,0,-,-
4103330099,-,Block,Block,-,-,0,-,-
4103330068,-,Block,Block,-,-,0,-,-
4103330163,-,Block,Block,-,-,0,-,-
2033100019,NB,Job Filing,NB,3082 VILLA AVE,860 INVESTORS LLC,0,0,-
2033100057,-,Adjacent,Adjacent,-,-,0,-,-
2033100020,-,Adjacent,Adjacent,-,-,0,-,-
2033100001,-,Block,Block,-,-,0,-,-
2033100002,-,Block,Block,-,-,0,-,-
2033100040,-,Block,Block,-,-,0,-,-
2033100023,-,Block,Block,-,-,0,-,-
2033100026,-,Block,Block,-,-,0,-,-
2033100075,-,Block,Block,-,-,0,-,-
2033100064,-,Block,Block,-,-,0,-,-
2033100029,-,Block,Block,-,-,0,-,-
2033100025,-,Block,Block,-,-,0,-,-
2033100028,-,Block,Block,-,-,0,-,-
2033100072,-,Block,Block,-,-,0,-,-
2033100074,-,Block,Block,-,-,0,-,-
2033100053,-,Block,Block,-,-,0,-,-
2033100086,-,Block,Block,-,-,0,-,-
2033100070,-,Block,Block,-,-,0,-,-
2033100022,-,Block,Block,-,-,0,-,-
2033100081,-,Block,Block,-,-,0,-,-
2033100066,-,Block,Block,-,-,0,-,-
2033100010,-,Block,Block,-,-,0,-,-
5069190062,NB,Job Filing,NB,953 IONIA AVENUE,BLOCK 6919 LLC,0,1,-
4129970027,NB,Job Filing,NB,178-72 CRANDALL AVE,AYYUB MIAN,0,0,-
4129970098,-,Adjacent,Adjacent,-,-,0,-,-
4129970025,-,Adjacent,Adjacent,-,-,0,-,-
4129970146,-,Adjacent,Adjacent,-,-,0,-,-
4129970132,-,Block,Block,-,-,0,-,-
4129970143,-,Block,Block,-,-,0,-,-
4129970126,-,Block,Block,-,-,0,-,-
4129970131,-,Block,Block,-,-,0,-,-
4129970128,-,Block,Block,-,-,0,-,-
4129970015,-,Block,Block,-,-,0,-,-
4129970021,-,Block,Block,-,-,0,-,-
4129970137,-,Block,Block,-,-,0,-,-
4129970016,-,Block,Block,-,-,0,-,-
4129970099,-,Block,Block,-,-,0,-,-
4129970100,-,Block,Block,-,-,0,-,-
4129970133,-,Block,Block,-,-,0,-,-
4129970139,-,Block,Block,-,-,0,-,-
4129970141,-,Block,Block,-,-,0,-,-
4129970024,-,Block,Block,-,-,0,-,-
4129970022,-,Block,Block,-,-,0,-,-
4129970020,-,Block,Block,-,-,0,-,-
4129970019,-,Block,Block,-,-,0,-,-
4129970130,-,Block,Block,-,-,0,-,-
4129970127,-,Block,Block,-,-,0,-,-
4129970129,-,Block,Block,-,-,0,-,-
4129970135,-,Block,Block,-,-,0,-,-
4129970017,-,Block,Block,-,-,0,-,-
4129970125,-,Block,Block,-,-,0,-,-
4129970123,-,Block,Block,-,-,0,-,-
4129970124,-,Block,Block,-,-,0,-,-
4129970145,-,Block,Block,-,-,0,-,-
4124580384,NB,Job Filing,NB,123-09 180 STREET,THIERNO DIALLO,0,0,-
4124580386,-,Adjacent,Adjacent,-,-,0,-,-
4124580172,-,Adjacent,Adjacent,-,-,0,-,-
4124580383,-,Adjacent,Adjacent,-,-,0,-,-
4124580382,-,Adjacent,Adjacent,-,-,0,-,-
4124580510,-,Block,Block,-,-,0,-,-
4124580359,-,Block,Block,-,-,0,-,-
4124580337,-,Block,Block,-,-,0,-,-
4124580399,-,Block,Block,-,-,0,-,-
4124580366,-,Block,Block,-,-,0,-,-
4124580363,-,Block,Block,-,-,0,-,-
4124580387,-,Block,Block,-,-,0,-,-
4124580345,-,Block,Block,-,-,0,-,-
4124580507,-,Block,Block,-,-,0,-,-
4124580372,-,Block,Block,-,-,0,-,-
4124580509,-,Block,Block,-,-,0,-,-
4124580370,-,Block,Block,-,-,0,-,-
4124580508,-,Block,Block,-,-,0,-,-
4124580115,-,Block,Block,-,-,0,-,-
4124580347,-,Block,Block,-,-,0,-,-
4124580338,-,Block,Block,-,-,0,-,-
4124580025,-,Block,Block,-,-,0,-,-
4124580368,-,Block,Block,-,-,0,-,-
4124580001,-,Block,Block,-,-,0,-,-
4124580377,-,Block,Block,-,-,0,-,-
4124580343,-,Block,Block,-,-,0,-,-
4124580332,-,Block,Block,-,-,0,-,-
4124580005,-,Block,Block,-,-,0,-,-
4124580355,-,Block,Block,-,-,0,-,-
4124580339,-,Block,Block,-,-,0,-,-
4124580375,-,Block,Block,-,-,0,-,-
4124580335,-,Block,Block,-,-,0,-,-
4124580506,-,Block,Block,-,-,0,-,-
4124580365,-,Block,Block,-,-,0,-,-
4124580361,-,Block,Block,-,-,0,-,-
4124580333,-,Block,Block,-,-,0,-,-
4124580027,-,Block,Block,-,-,0,-,-
4124580357,-,Block,Block,-,-,0,-,-
4124580501,-,Block,Block,-,-,0,-,-
4124580401,-,Block,Block,-,-,0,-,-
4124580340,-,Block,Block,-,-,0,-,-
4124580421,-,Block,Block,-,-,0,-,-
4124580348,-,Block,Block,-,-,0,-,-
4124580349,-,Block,Block,-,-,0,-,-
4124580331,-,Block,Block,-,-,0,-,-
4124580352,-,Block,Block,-,-,0,-,-
4124580504,-,Block,Block,-,-,0,-,-
4124580132,-,Block,Block,-,-,0,-,-
4124580503,-,Block,Block,-,-,0,-,-
4124580330,-,Block,Block,-,-,0,-,-
4124580356,-,Block,Block,-,-,0,-,-
4124580400,-,Block,Block,-,-,0,-,-
4124580341,-,Block,Block,-,-,0,-,-
4124580358,-,Block,Block,-,-,0,-,-
4124580380,-,Block,Block,-,-,0,-,-
4124580362,-,Block,Block,-,-,0,-,-
4124580023,-,Block,Block,-,-,0,-,-
4124580505,-,Block,Block,-,-,0,-,-
4124580346,-,Block,Block,-,-,0,-,-
4124580415,-,Block,Block,-,-,0,-,-
4124580354,-,Block,Block,-,-,0,-,-
4124580367,-,Block,Block,-,-,0,-,-
4124580336,-,Block,Block,-,-,0,-,-
4124580342,-,Block,Block,-,-,0,-,-
4124580128,-,Block,Block,-,-,0,-,-
4124580344,-,Block,Block,-,-,0,-,-
4124580122,-,Block,Block,-,-,0,-,-
4124580126,-,Block,Block,-,-,0,-,-
4124580161,-,Block,Block,-,-,0,-,-
4124580160,-,Block,Block,-,-,0,-,-
4124580164,-,Block,Block,-,-,0,-,-
4124580162,-,Block,Block,-,-,0,-,-
2042370037,NB,Job Filing,NB,3144 SANDS PLACE,JOHN LAJARA,0,0,-
2042370065,-,Adjacent,Adjacent,-,-,0,-,-
2042370069,-,Adjacent,Adjacent,-,-,0,-,-
2042370060,-,Adjacent,Adjacent,-,-,0,-,-
2042370059,-,Adjacent,Adjacent,-,-,0,-,-
2042370068,-,Adjacent,Adjacent,-,-,0,-,-
2042370057,-,Adjacent,Adjacent,-,-,0,-,-
2042370039,-,Adjacent,Adjacent,3146 SANDS PLACE,"LAJARA, JOHN",1,-,2020091401039001
2042370044,-,Block,Block,-,-,0,-,-
2042370045,-,Block,Block,-,-,0,-,-
2042370061,-,Block,Block,-,-,0,-,-
2042370041,-,Block,Block,-,-,0,-,-
2042370043,-,Block,Block,-,-,0,-,-
2042370062,-,Block,Block,-,-,0,-,-
2042370052,-,Block,Block,-,-,0,-,-
2042370042,-,Block,Block,-,-,0,-,-
2042370055,-,Block,Block,-,-,0,-,-
5027720038,NB,Job Filing,NB,48 BURKE AVENUE,HOMES ON BURKE LLC,0,1,-
5027720004,-,Block,Block,-,-,0,-,-
5027720026,-,Block,Block,-,-,0,-,-
5027720028,-,Block,Block,-,-,0,-,-
5027720003,-,Block,Block,-,-,0,-,-
5027720029,-,Block,Block,-,-,0,-,-
5027720085,-,Block,Block,-,-,0,-,-
5027720020,-,Block,Block,-,-,0,-,-
5027720009,-,Block,Block,-,-,0,-,-
5027720011,-,Block,Block,-,-,0,-,-
5027720023,-,Block,Block,-,-,0,-,-
5027720064,-,Block,Block,-,-,0,-,-
5027720096,-,Block,Block,-,-,0,-,-
5027720095,-,Block,Block,-,-,0,-,-
5027720033,-,Block,Block,-,-,0,-,-
5027720040,-,Block,Block,-,-,0,-,-
5027720081,-,Block,Block,-,-,0,-,-
5027720077,-,Block,Block,-,-,0,-,-
5027720088,-,Block,Block,-,-,0,-,-
5027720075,-,Block,Block,-,-,0,-,-
5027720005,-,Block,Block,-,-,0,-,-
5027720037,-,Block,Block,-,-,0,-,-
5027720044,-,Block,Block,-,-,0,-,-
5027720017,-,Block,Block,-,-,0,-,-
5027720036,-,Block,Block,-,-,0,-,-
5027720073,-,Block,Block,-,-,0,-,-
5027720031,-,Block,Block,-,-,0,-,-
5027720090,-,Block,Block,-,-,0,-,-
5027720092,-,Block,Block,-,-,0,-,-
5027720093,-,Block,Block,-,-,0,-,-
5027720001,-,Block,Block,-,-,0,-,-
5027720058,-,Block,Block,-,-,0,-,-
5027720021,-,Block,Block,-,-,0,-,-
5027720074,-,Block,Block,-,-,0,-,-
5027720079,-,Block,Block,-,-,0,-,-
5027720083,-,Block,Block,-,-,0,-,-
5027720034,-,Block,Block,-,-,0,-,-
5027720032,-,Block,Block,-,-,0,-,-
5027720007,-,Block,Block,-,-,0,-,-
5027720046,-,Block,Block,-,-,0,-,-
5027720024,-,Block,Block,-,-,0,-,-
5027720039,NB,Job Filing,NB,50 BURKE AVENUE,HOMES ON BURKE LLC,0,1,-
5027720004,-,Block,Block,-,-,0,-,-
5027720026,-,Block,Block,-,-,0,-,-
5027720028,-,Block,Block,-,-,0,-,-
5027720003,-,Block,Block,-,-,0,-,-
5027720029,-,Block,Block,-,-,0,-,-
5027720085,-,Block,Block,-,-,0,-,-
5027720020,-,Block,Block,-,-,0,-,-
5027720009,-,Block,Block,-,-,0,-,-
5027720011,-,Block,Block,-,-,0,-,-
5027720023,-,Block,Block,-,-,0,-,-
5027720064,-,Block,Block,-,-,0,-,-
5027720096,-,Block,Block,-,-,0,-,-
5027720095,-,Block,Block,-,-,0,-,-
5027720033,-,Block,Block,-,-,0,-,-
5027720040,-,Block,Block,-,-,0,-,-
5027720081,-,Block,Block,-,-,0,-,-
5027720077,-,Block,Block,-,-,0,-,-
5027720088,-,Block,Block,-,-,0,-,-
5027720075,-,Block,Block,-,-,0,-,-
5027720005,-,Block,Block,-,-,0,-,-
5027720037,-,Block,Block,-,-,0,-,-
5027720044,-,Block,Block,-,-,0,-,-
5027720017,-,Block,Block,-,-,0,-,-
5027720036,-,Block,Block,-,-,0,-,-
5027720073,-,Block,Block,-,-,0,-,-
5027720031,-,Block,Block,-,-,0,-,-
5027720090,-,Block,Block,-,-,0,-,-
5027720092,-,Block,Block,-,-,0,-,-
5027720093,-,Block,Block,-,-,0,-,-
5027720001,-,Block,Block,-,-,0,-,-
5027720058,-,Block,Block,-,-,0,-,-
5027720021,-,Block,Block,-,-,0,-,-
5027720074,-,Block,Block,-,-,0,-,-
5027720079,-,Block,Block,-,-,0,-,-
5027720083,-,Block,Block,-,-,0,-,-
5027720034,-,Block,Block,-,-,0,-,-
5027720032,-,Block,Block,-,-,0,-,-
5027720007,-,Block,Block,-,-,0,-,-
5027720046,-,Block,Block,-,-,0,-,-
5027720024,-,Block,Block,-,-,0,-,-
5027720040,NB,Job Filing,NB,52 BURKE AVENUE,HOMES ON BURKE LLC,0,0,-
5027720044,-,Adjacent,Adjacent,-,-,0,-,-
5027720075,-,Adjacent,Adjacent,-,-,0,-,-
5027720037,-,Adjacent,Adjacent,-,-,0,-,-
5027720079,-,Adjacent,Adjacent,-,-,0,-,-
5027720081,-,Adjacent,Adjacent,-,-,0,-,-
5027720077,-,Adjacent,Adjacent,-,-,0,-,-
5027720004,-,Block,Block,-,-,0,-,-
5027720026,-,Block,Block,-,-,0,-,-
5027720028,-,Block,Block,-,-,0,-,-
5027720003,-,Block,Block,-,-,0,-,-
5027720029,-,Block,Block,-,-,0,-,-
5027720085,-,Block,Block,-,-,0,-,-
5027720020,-,Block,Block,-,-,0,-,-
5027720009,-,Block,Block,-,-,0,-,-
5027720011,-,Block,Block,-,-,0,-,-
5027720023,-,Block,Block,-,-,0,-,-
5027720064,-,Block,Block,-,-,0,-,-
5027720096,-,Block,Block,-,-,0,-,-
5027720095,-,Block,Block,-,-,0,-,-
5027720033,-,Block,Block,-,-,0,-,-
5027720088,-,Block,Block,-,-,0,-,-
5027720005,-,Block,Block,-,-,0,-,-
5027720017,-,Block,Block,-,-,0,-,-
5027720036,-,Block,Block,-,-,0,-,-
5027720073,-,Block,Block,-,-,0,-,-
5027720031,-,Block,Block,-,-,0,-,-
5027720090,-,Block,Block,-,-,0,-,-
5027720092,-,Block,Block,-,-,0,-,-
5027720093,-,Block,Block,-,-,0,-,-
5027720001,-,Block,Block,-,-,0,-,-
5027720058,-,Block,Block,-,-,0,-,-
5027720021,-,Block,Block,-,-,0,-,-
5027720074,-,Block,Block,-,-,0,-,-
5027720083,-,Block,Block,-,-,0,-,-
5027720034,-,Block,Block,-,-,0,-,-
5027720032,-,Block,Block,-,-,0,-,-
5027720007,-,Block,Block,-,-,0,-,-
5027720046,-,Block,Block,-,-,0,-,-
5027720024,-,Block,Block,-,-,0,-,-
4076140024,NB,Job Filing,NB,6440 214 ST,SHIJIE HE,0,0,-
4076140022,-,Adjacent,Adjacent,-,-,0,-,-
4076140028,-,Adjacent,Adjacent,-,-,0,-,-
4076140054,-,Adjacent,Adjacent,-,-,0,-,-
4076140059,-,Adjacent,Adjacent,-,-,0,-,-
4076140066,-,Block,Block,-,-,0,-,-
4076140016,-,Block,Block,-,-,0,-,-
4076140044,-,Block,Block,-,-,0,-,-
4076140012,-,Block,Block,-,-,0,-,-
4076140062,-,Block,Block,-,-,0,-,-
4076140047,-,Block,Block,-,-,0,-,-
4076140069,-,Block,Block,-,-,0,-,-
4076140071,-,Block,Block,-,-,0,-,-
4076140034,-,Block,Block,-,-,0,-,-
4076140018,-,Block,Block,-,-,0,-,-
4076140051,-,Block,Block,-,-,0,-,-
4076140010,-,Block,Block,-,-,0,-,-
4076140043,-,Block,Block,-,-,0,-,-
4076140013,-,Block,Block,-,-,0,-,-
4076140001,-,Block,Block,-,-,0,-,-
4076140038,-,Block,Block,-,-,0,-,-
4076140074,-,Block,Block,-,-,0,-,-
4076140004,-,Block,Block,-,-,0,-,-
4076140030,-,Block,Block,-,-,0,-,-
4076140032,-,Block,Block,-,-,0,-,-
4109220086,NB,Job Filing,NB,104-35 211 STREET,ERICK MCBEAN,0,0,-
4109220114,-,Adjacent,Adjacent,-,-,0,-,-
4109220088,-,Adjacent,Adjacent,-,-,0,-,-
4109220084,-,Adjacent,Adjacent,-,-,0,-,-
4109220003,-,Block,Block,-,-,0,-,-
4109220109,-,Block,Block,-,-,0,-,-
4109220113,-,Block,Block,-,-,0,-,-
4109220017,-,Block,Block,-,-,0,-,-
4109220082,-,Block,Block,-,-,0,-,-
4109220092,-,Block,Block,-,-,0,-,-
4109220018,-,Block,Block,-,-,0,-,-
4109220215,-,Block,Block,-,-,0,-,-
4109220105,-,Block,Block,-,-,0,-,-
4109220041,-,Block,Block,-,-,0,-,-
4109220048,-,Block,Block,-,-,0,-,-
4109220043,-,Block,Block,-,-,0,-,-
4109220050,-,Block,Block,-,-,0,-,-
4109220023,-,Block,Block,-,-,0,-,-
4109220066,-,Block,Block,-,-,0,-,-
4109220011,-,Block,Block,-,-,0,-,-
4109220205,-,Block,Block,-,-,0,-,-
4109220201,-,Block,Block,-,-,0,-,-
4109220074,-,Block,Block,-,-,0,-,-
4109220078,-,Block,Block,-,-,0,-,-
4109220001,-,Block,Block,-,-,0,-,-
4109220025,-,Block,Block,-,-,0,-,-
4109220072,-,Block,Block,-,-,0,-,-
4109220094,-,Block,Block,-,-,0,-,-
4109220071,-,Block,Block,-,-,0,-,-
4109220203,-,Block,Block,-,-,0,-,-
4109220111,-,Block,Block,-,-,0,-,-
4109220040,-,Block,Block,-,-,0,-,-
4109220209,-,Block,Block,-,-,0,-,-
4109220103,-,Block,Block,-,-,0,-,-
4109220214,-,Block,Block,-,-,0,-,-
4109220009,-,Block,Block,-,-,0,-,-
4109220101,-,Block,Block,-,-,0,-,-
4109220020,-,Block,Block,-,-,0,-,-
4109220046,-,Block,Block,-,-,0,-,-
4109220037,-,Block,Block,-,-,0,-,-
4109220068,-,Block,Block,-,-,0,-,-
4109220080,-,Block,Block,-,-,0,-,-
4109220107,-,Block,Block,-,-,0,-,-
4109220031,-,Block,Block,-,-,0,-,-
4109220021,-,Block,Block,-,-,0,-,-
4109220211,-,Block,Block,-,-,0,-,-
4109220038,-,Block,Block,-,-,0,-,-
4109220014,-,Block,Block,-,-,0,-,-
4109220034,-,Block,Block,-,-,0,-,-
4109220013,-,Block,Block,-,-,0,-,-
4109220045,-,Block,Block,-,-,0,-,-
4109220035,-,Block,Block,-,-,0,-,-
4109220029,-,Block,Block,-,-,0,-,-
4109220027,-,Block,Block,-,-,0,-,-
4109220207,-,Block,Block,-,-,0,-,-
4109220076,-,Block,Block,-,-,0,-,-
4109220096,-,Block,Block,-,-,0,-,-
4109220090,-,Block,Block,-,-,0,-,-
4109220213,-,Block,Block,-,-,0,-,-
4109220069,-,Block,Block,-,-,0,-,-
4109220098,-,Block,Block,-,-,0,-,-
4109220064,-,Block,Block,-,-,0,-,-
4109220033,-,Block,Block,-,-,0,-,-
4109220015,-,Block,Block,-,-,0,-,-
5072060066,NB,Job Filing,NB,500 INDUSTRIAL LOOP,JOSEPH GIANNETTI,0,0,-
5072060165,-,Adjacent,Adjacent,-,-,0,-,-
5072060071,-,Adjacent,Adjacent,-,-,0,-,-
5072060160,-,Adjacent,Adjacent,-,-,0,-,-
5072060171,-,Adjacent,Adjacent,-,-,0,-,-
5072060500,-,Adjacent,Adjacent,-,-,0,-,-
5072060061,-,Adjacent,Adjacent,-,-,0,-,-
5072060135,-,Block,Block,-,-,0,-,-
5072060269,-,Block,Block,-,-,0,-,-
5072060505,-,Block,Block,-,-,0,-,-
5072060510,-,Block,Block,-,-,0,-,-
5072060030,-,Block,Block,-,-,0,-,-
5072060490,-,Block,Block,-,-,0,-,-
5072060245,-,Block,Block,-,-,0,-,-
5072060181,-,Block,Block,-,-,0,-,-
5072060304,-,Block,Block,-,-,0,-,-
5072060155,-,Block,Block,-,-,0,-,-
5072060176,-,Block,Block,-,-,0,-,-
5072060037,-,Block,Block,-,-,0,-,-
5072060086,-,Block,Block,-,-,0,-,-
5072060508,-,Block,Block,-,-,0,-,-
5072060225,-,Block,Block,-,-,0,-,-
5072060076,-,Block,Block,-,-,0,-,-
5072060284,-,Block,Block,-,-,0,-,-
5072060140,-,Block,Block,-,-,0,-,-
5072060081,-,Block,Block,-,-,0,-,-
5072060095,-,Block,Block,-,-,0,-,-
5072060201,-,Block,Block,-,-,0,-,-
5072060294,-,Block,Block,-,-,0,-,-
5072060150,-,Block,Block,-,-,0,-,-
5072060259,-,Block,Block,-,-,0,-,-
5072060006,-,Block,Block,-,-,0,-,-
5072060056,-,Block,Block,-,-,0,-,-
5072060253,-,Block,Block,-,-,0,-,-
5072060299,-,Block,Block,-,-,0,-,-
5072060091,-,Block,Block,-,-,0,-,-
5072060274,-,Block,Block,-,-,0,-,-
5072060130,-,Block,Block,-,-,0,-,-
5072060039,-,Block,Block,-,-,0,-,-
5072060101,-,Block,Block,-,-,0,-,-
5072060040,-,Block,Block,-,-,0,-,-
5072060264,-,Block,Block,-,-,0,-,-
5072060235,-,Block,Block,-,-,0,-,-
5072060289,-,Block,Block,-,-,0,-,-
5072060321,-,Block,Block,-,-,0,-,-
5072060050,-,Block,Block,-,-,0,-,-
5072060495,-,Block,Block,-,-,0,-,-
5072060191,-,Block,Block,-,-,0,-,-
5072060320,-,Block,Block,-,-,0,-,-
5072060001,-,Block,Block,-,-,0,-,-
5072060145,-,Block,Block,-,-,0,-,-
5072060186,-,Block,Block,-,-,0,-,-
5072060279,-,Block,Block,-,-,0,-,-
5072060045,-,Block,Block,-,-,0,-,-
5072060318,-,Block,Block,-,-,0,-,-
5072060309,-,Block,Block,-,-,0,-,-
5072060248,-,Block,Block,-,-,0,-,-
5072060196,-,Block,Block,-,-,0,-,-
5072060036,-,Block,Block,-,-,0,-,-
5072060323,-,Block,Block,-,-,0,-,-
5072060314,-,Block,Block,-,-,0,-,-
2044680015,NB,Job Filing,NB,2518 BOUCK AVENUE,"ADVANTA IRA SERVICES LLC; ENTRUST OF TAMPA BAY, LLC FBO JOHN MANGAN, IRA #18; MORINA, ARBEN",0,1,-
2044680016,-,Adjacent,Adjacent,-,-,0,-,-
2044680013,-,Adjacent,Adjacent,-,-,0,-,-
2044680076,-,Adjacent,Adjacent,-,-,0,-,-
2044680075,-,Adjacent,Adjacent,-,-,0,-,-
2044680068,-,Block,Block,-,-,0,-,-
2044680011,-,Block,Block,-,-,0,-,-
2044680062,-,Block,Block,-,-,0,-,-
2044680025,-,Block,Block,-,-,0,-,-
2044680003,-,Block,Block,-,-,0,-,-
2044680078,-,Block,Block,-,-,0,-,-
2044680024,-,Block,Block,-,-,0,-,-
2044680059,-,Block,Block,-,-,0,-,-
2044680018,-,Block,Block,-,-,0,-,-
2044680023,-,Block,Block,-,-,0,-,-
2044680001,-,Block,Block,-,-,0,-,-
2044680027,-,Block,Block,-,-,0,-,-
2044680029,-,Block,Block,-,-,0,-,-
2044680008,-,Block,Block,-,-,0,-,-
2044680054,-,Block,Block,-,-,0,-,-
2044680050,-,Block,Block,-,-,0,-,-
2044680052,-,Block,Block,-,-,0,-,-
2044680039,-,Block,Block,-,-,0,-,-
2044680031,-,Block,Block,-,-,0,-,-
2044680034,-,Block,Block,-,-,0,-,-
2044680066,-,Block,Block,-,-,0,-,-
2044680040,-,Block,Block,-,-,0,-,-
2044680032,-,Block,Block,-,-,0,-,-
2044680041,-,Block,Block,-,-,0,-,-
2044680002,-,Block,Block,-,-,0,-,-
2044680037,-,Block,Block,-,-,0,-,-
2044680038,-,Block,Block,-,-,0,-,-
2044680004,-,Block,Block,-,-,0,-,-
2044680060,-,Block,Block,-,-,0,-,-
2044680053,-,Block,Block,-,-,0,-,-
2044680071,-,Block,Block,-,-,0,-,-
2044680055,-,Block,Block,-,-,0,-,-
2044680036,-,Block,Block,-,-,0,-,-
2044680067,-,Block,Block,-,-,0,-,-
2044680026,-,Block,Block,-,-,0,-,-
2044680048,-,Block,Block,-,-,0,-,-
2044680043,-,Block,Block,-,-,0,-,-
1022150235,NB,Job Filing,NB,108 TERRACE VIEW AVENUE,MARBLE HILL VENTURES LLC,0,0,-
1022150236,-,Adjacent,Adjacent,TERRACE VIEW AVENUE,MARBLE HILL VENTURES LLC,1,-,2020081900557001
1022150237,-,Adjacent,Adjacent,-,-,0,-,-
1022150230,-,Adjacent,Adjacent,-,-,0,-,-
1022150305,-,Adjacent,Adjacent,-,-,0,-,-
1022150295,-,Block,Block,-,-,0,-,-
1022150292,-,Block,Block,-,-,0,-,-
1022150290,-,Block,Block,-,-,0,-,-
1022150304,-,Block,Block,-,-,0,-,-
1022150259,-,Block,Block,-,-,0,-,-
1022150284,-,Block,Block,-,-,0,-,-
1022150245,-,Block,Block,-,-,0,-,-
1022150253,-,Block,Block,-,-,0,-,-
1022150247,-,Block,Block,-,-,0,-,-
1022150265,-,Block,Block,-,-,0,-,-
1022150250,-,Block,Block,-,-,0,-,-
1022150252,-,Block,Block,-,-,0,-,-
1022150239,-,Block,Block,-,-,0,-,-
1022150255,-,Block,Block,-,-,0,-,-
1022150289,-,Block,Block,-,-,0,-,-
1022150280,-,Block,Block,-,-,0,-,-
1022150294,-,Block,Block,-,-,0,-,-
1022150261,-,Block,Block,-,-,0,-,-
1022150302,-,Block,Block,-,-,0,-,-
1022150299,-,Block,Block,-,-,0,-,-
1022150264,-,Block,Block,-,-,0,-,-
1022150283,-,Block,Block,-,-,0,-,-
1022150279,-,Block,Block,-,-,0,-,-
1022150287,-,Block,Block,-,-,0,-,-
1022150276,-,Block,Block,-,-,0,-,-
1022150257,-,Block,Block,-,-,0,-,-
1022150258,-,Block,Block,-,-,0,-,-
1022150254,-,Block,Block,-,-,0,-,-
1022150249,-,Block,Block,-,-,0,-,-
1022150285,-,Block,Block,-,-,0,-,-
1022150274,-,Block,Block,-,-,0,-,-
1022150281,-,Block,Block,-,-,0,-,-
1022150263,-,Block,Block,-,-,0,-,-
1022150272,-,Block,Block,-,-,0,-,-
1022150282,-,Block,Block,-,-,0,-,-
1022150269,-,Block,Block,-,-,0,-,-
1022150225,-,Block,Block,-,-,0,-,-
3075690001,NB,Job Filing,NB,886 EAST 24 STREET,J.J. BRISTRICER 2013 FAMILY TRUS,0,0,-
3075690003,-,Adjacent,Adjacent,2315 AVENUE I,JJ BISTRICER 2013 FAMILY TRUST,1,-,2020110900486002
